Term,Frequency
Patenten,1
Verhandlungen,5
geistiges,1
Eigentum,1
überlebenswichtigen,1
Schutzmaterialien,1
versperren,1
Taiwans,2
Beobachterstatus,1
Multilateralismus,4
stärkste,1
Indikator,1
Entsendung,1
Umsetzungsebenen,1
Auswahlverfahren,1
Einsätzen,5
Auswärtigen,3
Zeitrahmen,1
Gleichstellungspläne,1
Equality,1
schwedischen,1
multipolaren,1
direkten,1
Erweiterungspolitik,1
fortschreiben,1
westlichen,1
Balkans,1
Korruptionsbekämpfung,1
Minderheiten,6
Visaliberalisierung,1
Kosovar,1
nächster,1
Serbien,1
Kosovo,1
Eröffnung,1
Beitrittskapitel,1
Albanien,1
Nordmazedonien,1
innengesellschaft,1
Bosnien,1
Herzegowina,1
Aussöhnungsprozesse,1
juristische,1
Kriegsverbrechen,3
Ethnischen,1
Grenzverschiebungen,1
Absage,1
Osteuropa,1
Armenien,1
Georgien,1
Ukraine,3
Belarus,1
Östlichen,2
bilateral,1
Knüpfung,1
Justizreformen,1
assoziierten,1
Beitritt,3
offenhalten,1
Mittelmeerpolitik,1
Entwicklungspotenziale,1
autoritäre,2
Regime,4
Staatszerfall,2
Energiepartnerschaften,1
Mittelmeerraum,1
Derweil,1
Bedauern,1
Großbritannien,3
Kooperationsabkommen,1
Neubeginn,1
ausgehöhlt,1
Karfreitagsabkommen,1
Grenze,3
irischen,1
Insel,1
fragile,1
Brexit,1
lebendig,1
transatlantische,3
Stützpfeiler,1
erneuert,1
gefasst,1
multilateral,1
erneuerten,1
Impuls,1
weltweite,2
ausgehend,1
Klimapartnerschaft,1
Treiber,1
Handelsfragen,1
Menschenrechtsschutz,3
Rechtsnormen,1
Rüstungskontrolle,4
Abrüstung,4
verantwortungsbewussten,1
Verständigung,2
sicherheitspolitische,2
zuvorderst,1
östlichen,2
Nachbarländer,2
baltischen,2
Polens,1
Wettbewerber,1
systemischer,1
Rivale,1
eklatanten,1
Xinjiang,3
Tibet,1
Hongkong,1
konstruktiven,2
sucht,1
konstruktiver,1
Gegenstrategien,1
bereithält,1
schwächen,1
Produktionsstandards,1
Fahrplan,1
innenrechten,1
betonen,1
Vereinigung,1
Taiwan,3
erzwungen,1
Marktzugang,1
einzufordern,1
Kernnormen,1
Internationalen,4
Arbeitsorganisation,1
ratifiziert,2
verwehren,1
Fact,1
Finding,1
Menschenrechtsrats,1
Unterdrückung,1
Uigur,1
Völkerstraftaten,1
bezeichnen,1
chinesischen,1
CAI,1
engen,3
Indo,3
Pazifik,3
indo,2
pazifische,2
Völkerrechts,1
Australien,1
Japan,1
Neuseeland,1
Südkorea,1
betrachten,1
Partnerländer,2
Indien,1
ASEAN,1
bilaterale,1
gleichgesinnten,1
vorsieht,1
zustande,1
Gemeinwohlinteressen,1
einsetzt,1
intensivierten,1
Meeresspiegel,1
Konnektivitätsstrategie,1
gewandelt,1
offensiver,1
erstarkt,1
Demokratiebewegung,1
härteren,1
Repression,1
Kreml,1
Stirn,1
kämpft,1
intensivieren,2
Lockerung,1
völkerrechtswidrigen,1
Annexion,2
Krim,1
Vorgehens,1
verhängt,1
formuliert,1
russische,1
Minsker,2
Pipeline,1
Projekt,2
geostrategischen,1
wobei,1
Schritten,1
Türkei,15
verbindet,1
trennt,1
kulturell,1
verurteilen,3
Rechtsstaatsverletzungen,1
Freilassung,1
Gefangenen,1
Friedensprozess,1
kurdischen,1
türkischen,2
zurückzukehren,1
NATO,9
thematisieren,1
zuletzt,2
völkerrechtswidrige,3
Militäroffensive,1
Nordsyrien,1
Austritt,1
Wiederaufnahme,2
Kehrtwende,1
vollzieht,1
27,2
untergräbt,2
Asylrecht,5
Genfer,3
Flüchtlingskonvention,2
Drittstaat,1
angestoßenen,1
völkerrechts,1
rechtsstaatskonform,1
logistische,2
Kontingentzusagen,1
Umsiedlung,1
schutzbedürftiger,1
Geflüchteter,2
Spielball,1
debattiert,1
beschlossen,1
Unterstützer,1
instrumentalisiert,1
schwierigen,1
menschenrechtsorientierten,1
Jugendaustauschprogramme,1
Naher,1
Mittlerer,1
Nahen,3
Ostens,1
südlichen,1
Menschenrechtspolitik,2
Bemühen,1
Klimawandel,1
Wirtschaftsstrukturen,1
Iran,2
arabischen,1
Golfstaaten,1
Mediation,2
Libyen,1
Jemen,1
Verwerfungen,1
Vertreibungen,1
Bewahrung,1
Wiederaufleben,1
Atom,1
JCPOA,1
nukleares,1
Wettrüsten,1
menschenwürdige,1
deutscher,1
Israelis,2
Palästinenser,2
Israel,2
Staatsräson,1
Israels,1
Heimstätte,1
Volkes,1
israelischen,1
anhaltende,1
Bedrohung,3
Eskalation,1
besetzten,1
fortschreitenden,1
Siedlungsbau,1
kritisieren,1
Konflikts,2
Zweistaatenregelung,1
1967,1
lebensfähigen,1
Demokratisierungsprozess,1
rechtsstaatlicher,3
palästinensischen,1
starkmachen,1
Afrikas,1
afrikanischen,3
blicken,1
Vielseitigkeit,1
Afrikapolitik,1
patriarchalen,1
Denkmustern,1
annehmen,1
Afrika,4
Technologietransfer,1
Migrationswege,1
Wissenschaftsbetrieb,1
afrikanische,1
Diaspora,2
einseitigen,1
unfairer,1
Rohstoffvorkommen,1
fußt,1
entwickelte,1
Afrikanischen,1
Regionalorganisationen,1
2063,1
Freihandelszone,1
Friedensagenden,1
Lateinamerika,3
Karibik,1
Lateinamerikas,4
Rohstoffausbeutung,1
basierendes,1
Wirtschaftsmodell,1
gesetzt,1
beherbergt,1
vitale,1
Bewegungen,1
verkrustete,1
Machtstrukturen,1
patriarchale,1
Gesellschaftsbilder,1
Wirtschaftens,1
zerstört,1
entworfen,1
Regierungsstile,1
weitet,1
Indigene,1
Menschenrechtsaktivist,1
bedürfen,2
Streichung,1
kurzsichtig,1
Menschenrechtsverteidiger,6
Held,1
Lebensgefahr,1
vorderster,1
Front,1
Auslandsvertretungen,1
Menschenrechtsreferent,1
extra,1
etabliert,1
Berichterstattung,1
Menschenrechtslage,1
akut,1
Visa,3
eingerichtete,1
Elisabeth,1
Selbert,1
temporären,1
Förderungsmöglichkeiten,1
Schutzinstrumente,1
Sonderberichterstatter,2
jüngsten,1
Erklärungen,1
Kriegsverbrecher,1
Völkermord,4
ungestraft,1
Zeichen,1
Abschreckung,1
Versöhnung,1
Völkerstrafrecht,1
Verurteilung,1
Generalbundesanwaltschaft,1
Ermittlungen,1
Strafprozessordnung,1
Völkerstrafrechtsverfahren,1
Haftbarmachung,1
schwerste,2
Strafgerichtshofes,1
Untersuchung,1
IIIM,1
Römischen,1
Statut,1
Strafgerichtshofs,1
beitreten,1
geschlechtsbasierte,1
Entführungen,1
Rekrutierung,3
Kindersoldat,1
Traumata,1
Traumabearbeitung,1
qualifiziertes,1
Traumazentren,1
Überwachungstechnologie,1
Autokratien,1
Verschlüsselte,1
Menschenleben,1
ansonsten,1
geblieben,1
Satellitenbilder,1
ließe,1
Dorfgemeinschaften,1
Kriegsgebieten,1
nachvollziehen,1
Überwachungstools,1
autokratischen,1
unliebsame,1
Aktivist,1
Biometrische,1
Erkennungssysteme,1
identifizierende,1
Gesichtserkennungssoftware,1
Überwachungsinstrumenten,1
repressive,1
Entsprechende,1
Schutzklauseln,1
Exportkontrolle,1
verschlüsselter,1
Schwächung,1
Verschlüsselungstechnologien,1
standards,1
Multi,1
Stakeholder,1
Internets,1
Trainings,1
ärmsten,1
konfliktgebeutelten,1
uneingeschränkten,1
gleichwertiger,1
reproduktiven,2
uneingeschränkt,2
empfängnisverhütenden,1
kompakte,1
nachholende,1
Grundbildung,1
reproduktive,1
Menschenrechtskonventionen,2
Menschenrechtsinstitutionen,1
angestoßene,1
Völker,1
abzuschließen,1
Zusatzprotokoll,1
Menschenrechtskonvention,2
Fakultativprotokoll,1
Sozialpakt,1
Wanderarbeiterkonvention,1
Kleinbauern,1
bäuerinnen,1
sog,1
Straftatbestand,1
erzwungenes,1
Verschwindenlassen,2
erzwungene,1
Gerichtshofs,1
Menschenrechtsverbrecher,1
Beauftragte,1
Verhütung,1
Folter,1
Instituts,1
Demokratieförderung,1
Grundpfeiler,1
entwicklungspolitischen,1
Gradmesser,1
vorgegebenen,1
Minderheitenschutz,1
einheitlich,1
lückenhaft,1
außenpolitisch,1
Yogyakarta,1
existieren,1
einheitlicher,1
Verabschiedung,1
Antidiskriminierungsrichtlinie,1
Rechtsgrundlage,1
menschenrechtsorientierte,1
Asyl,4
völkerrechtlichen,1
Zustände,3
Lagern,2
griechischen,2
Inseln,2
Mittelmeer,2
Kroatien,1
Bruch,1
Blockade,1
humanen,1
folgendem,1
geführten,1
Registrierungszentren,1
kontrollierten,1
Außengrenzen,8
registriert,1
durchlaufen,1
Einträge,1
sicherheitsrelevanten,1
vorliegen,1
psychologisch,1
erstversorgt,1
untergebracht,1
Umstände,1
familiärer,1
Bindungen,1
Sprachkenntnisse,1
bestimmt,1
Asylfragen,1
Mitgliedstaat,2
Durchführung,2
liegende,1
Verteilmechanismus,2
stützt,1
Bereitschaft,2
aufzunehmen,2
tut,1
Reichen,1
Aufnahmeplätze,3
Bruttoinlandsprodukt,1
Bevölkerungsgröße,1
Gesamtkosten,1
aufnehmenden,2
Vorgezogene,1
Asylverfahrensprüfungen,1
eingehalten,2
handlungswilligen,1
katastrophale,1
Menschenunwürdige,1
Lager,1
Transitzonen,1
Außenlager,1
Fluchtwege,1
völkerrechtlich,1
verbriefte,2
ersuchen,2
riskieren,1
Genau,1
bittere,1
gezwungen,1
lebensgefährliche,1
Routen,1
Wüste,1
auszuweichen,1
Schlepper,1
schlagen,2
Europäischer,1
Familiennachzug,1
aufzuheben,1
subsidiärem,1
Schutzstatus,1
nachholen,1
Geschwisternachzug,1
Botschaften,1
Wartezeiten,1
Familienangehörige,1
Identitätsnachweisen,1
Schutzberechtigte,1
Herkunftsstaates,1
lebende,1
Passersatzpapieren,1
Schutzbedürftigen,1
afghanischer,1
Ortskräfte,1
Bundeswehr,11
GIZ,1
unangetastet,2
Aufnahmepartnerschaft,1
Resettlement,7
UNHCR,3
schutzbedürftige,1
geordnet,1
Fluchtrouten,1
Schleppern,1
Geschäftsgrundlage,1
bewährten,1
planbaren,1
Globalen,1
übereingekommen,1
faktisch,1
Erfüllung,1
jeweils,1
ermittelten,1
regen,1
Bündnis,2
beizutreten,1
geplante,1
Landesaufnahmeprogramme,1
Patenschaftsprogramm,2
Mehrere,1
zugesagt,1
elenden,1
bosnisch,1
kroatischen,1
offensichtlich,1
Aufnahmepolitik,1
Aufnahmebereitschaft,2
ignoriert,1
Landkreise,1
Zustimmungsregel,1
Bundesinnenministerium,1
Einvernehmen,1
Benehmen,1
klarstellen,1
Königsteiner,1
infrastrukturellen,1
Bundesaufnahmeprogramme,1
Kontingente,1
Kanadas,1
Willkommenskultur,1
zusagen,1
Relocation,1
kontrollierte,1
tausende,1
ertrinken,1
Rettung,1
Seenot,1
verweigern,1
Schande,1
erscheint,1
Gerettete,1
Hafen,1
unverzüglich,1
aufnahmebereite,1
Rettungsinitiativen,1
Registrierung,1
Schiffen,1
Menschenrechtsbeobachtungs,1
Seenotrettungsorganisationen,1
Grenzkontrolle,1
wahrnimmt,1
Fluchtabwehr,2
missbrauchen,1
Einzelfallprüfung,1
völker,2
Nichtzurückweisungsgebot,1
systematischen,2
Rechtsbruch,1
misshandelt,1
schutzlos,1
zurückgelassen,1
abgewiesen,1
Pushbacks,1
Grenzpolizeien,1
Frontex,3
menschenrechtswidrigen,1
Intransparenz,1
Agenturen,1
Grenzkontrollen,1
Menschenrechtsmonitoring,1
Grundrechteagentur,1
Menschenrechtsbeobachtung,1
Transitländer,1
Erstaufnahme,1
Transitländern,1
Libanon,1
Sudan,1
Pakistan,1
Uganda,1
Asylstandards,1
abzielen,1
libyschen,2
Küstenwache,2
Erdogan,1
Migrationspartnerschaften,1
Herkunftsländer,1
denjenigen,1
Visaerleichterungen,1
Ausbildungspartnerschaften,1
Aussicht,1
entwicklungspolitischer,1
beeinflussen,1
fliehen,2
vorenthalten,1
konsequentes,1
Konsumieren,1
andernorts,1
unfreiwillig,1
restriktiven,2
Ausfuhrkontrolle,1
Rüstungsexporte,2
menschenrechtsverachtende,2
Kriegsgebiete,3
gerechtes,1
Handelssystem,1
Weltwirtschaftsordnung,1
Kapitalflucht,1
Währungskrisen,1
Währungsordnung,1
Weltwährungssystems,1
IWF,2
Krisensituationen,1
Liquidität,1
unkonditioniert,1
Sonderziehungsrechte,2
getan,1
Kapitalverkehrskontrollen,1
Finanzzentren,1
Stimmengewicht,1
Schuldenkrisen,1
Schuldenkrise,1
Schuldendienstmoratorium,1
verschiebt,1
Schuldenrestrukturierungen,1
Schuldenerlasse,1
Überschuldungskrisen,1
vorzusorgen,1
angesiedeltes,1
Schuldenrestrukturierungsverfahren,1
Gläubiger,1
Entschuldungen,1
Geierfonds,1
koordinierter,1
Nahrungsmitteln,1
Nahrungsmittelpreise,1
Schwankungen,1
unterworfen,1
Verantwortlich,1
Wetter,1
Ernten,1
skrupellose,1
Gewinnmaximierung,1
Nahrungsmittelsicherheit,1
lebenswichtige,1
Ware,1
exzessive,1
Nahrungsmittelspekulation,1
Positionslimits,1
unkontrollierten,1
marktverzerrenden,1
Spekulationen,1
Agrarbranche,1
Absicherungsmechanismen,1
Terminmärkten,1
Vorausschauend,1
zielt,1
Vorausschau,1
Entschärfung,1
treibende,1
traditionellen,1
Sicherheitsbegriff,1
EAD,1
GASP,1
Hohen,1
Aufbauplan,1
Planzielen,1
Zuwendungsrechts,1
planbarer,1
permanente,1
einsatzbereite,1
Reserve,1
Mediator,1
Konfliktverhütung,1
Friedenskonsolidierung,1
ressortgemeinsame,1
Analysen,1
Krisenfrüherkennung,1
Projektplanung,1
Konfliktbewältigung,1
Friedensförderung,2
Zivilen,1
Friedensdienst,1
ZFD,1
Friedenseinsätze,1
ZIF,1
Konfliktforschung,1
Stiftungskapital,1
Friedensforschung,1
eingerichteten,1
Fachbereich,1
Entfristung,1
Erfolge,1
Öffentlichkeitsarbeit,1
feministisch,2
marginalisierte,1
diversen,1
marginalisierten,1
bi,1
Genderanalysen,1
Länderkontexte,1
regelmäßigen,1
Abständen,1
feministischen,1
Ressortkoordinierung,1
1325,1
genderbasierte,1
Stabilisierungsprozessen,1
Geschlechterbildern,1
nachteilig,1
Koloniales,1
dekolonialisieren,1
selbstkritische,1
Kolonien,1
Reiches,1
ungeschehen,1
wiedergutmachen,1
vergangenes,1
Ovaherero,1
Nama,1
benennen,1
begangene,1
Maji,2
Aufstand,1
Vergebung,1
bitten,2
Kolonialzeit,1
erwächst,1
benachteiligende,1
Klauseln,1
ungerechte,1
Wohlstandsverteilung,1
Stück,2
Landrechte,1
Nachfahren,1
kolonialer,1
umfangreiche,1
Autoritarismus,1
Europarat,3
Krisenzeiten,1
baut,1
entwicklungspolitische,1
Jugendbegegnungen,1
Studienzeit,1
Austauscherfahrungen,1
sammeln,1
koloniale,1
Geschichtsbuchkommissionen,1
kolonialisierten,1
Kulturmittlerorganisationen,1
Goethe,1
Institute,1
Desinformationskampagnen,1
OSZE,5
Wirklichkeit,2
hinausreichenden,1
kollektiver,2
nationalistischen,1
rückwärtsgewandten,1
Russlands,2
Forum,1
aktiveres,1
seitens,1
teilnehmenden,1
Akteurin,2
Rüstungsbegrenzung,1
andauernden,1
Versuchen,1
dominieren,1
liberalen,1
wertegeleitete,1
völkerrechtsorientierte,1
begegnet,1
Neuer,1
Wiederbelebung,1
konventionellen,2
deeskalierende,1
Konfliktzonen,1
Sicherheitsdialogs,1
militärischer,2
Geringeres,1
atomwaffenfreie,1
Aufkündigung,1
Vertrags,2
nukleare,1
Mittelstreckensysteme,1
INF,1
Vertragsinitiative,1
Stationierung,1
Mittelstreckenraketen,1
Präsidentschaftswahl,1
Wiederbeleben,1
START,1
Barack,1
Obamas,1
Global,1
Gespräch,2
Atomwaffen,3
Atomwaffenverbotsvertrag,1
Zwischenschritte,1
Beobachter,1
Vertragsstaatenkonferenz,1
teilnehmen,1
Erstschlag,1
veralteten,1
Abschreckungsdoktrinen,1
Kalten,1
Krieges,1
russischen,1
nuklearen,1
Aufrüstung,1
Partnerstaaten,1
polnischen,1
Bündnispartner,3
Exporte,1
Rüstungsgütern,1
restriktive,1
Rüstungsexportkontrolle,1
einklagbaren,2
Sicherheitssektor,1
menschenrechtlicher,1
Rüstungsexportkontrollgesetz,1
Verstößen,1
Endverbleibskontrolle,1
Hermesbürgschaften,1
Sicherheitsfirmen,1
Militärfirmen,1
Autonome,2
tödliche,2
Waffensysteme,2
ächten,2
Steuerung,1
unberechenbare,1
Waffensystemen,1
verstoßen,1
Angriffs,1
Spionagesoftware,1
Hierbei,1
Militarisierung,1
Weltraumes,1
weiterentwickelte,2
Informationsraum,1
werfen,1
bestimmten,1
schwerwiegende,1
nichtstaatlicher,1
Diskurse,1
Abstimmungsprozesse,1
Kriegsführung,1
Früherkennung,1
hybrider,1
Cyberraum,2
Defensive,1
Betreiber,1
Übereinkünfte,1
Gültigkeit,1
Schutzverantwortung,1
einzuwirken,1
bewaffneten,3
Auseinandersetzungen,1
eskalieren,1
leitet,1
Responsibility,1
to,1
Prepare,1
Protect,1
Rebuild,1
Krisenreaktion,1
Nachsorge,1
kriegszerstörter,1
Einsätze,3
Zivilbevölkerung,1
Friedensprozessen,1
Fähigkeitslücken,2
signifikant,1
Einsatzkräften,1
Leitungspositionen,1
Ultima,1
Embargos,1
erfüllbaren,1
Evaluierungen,1
Bewaffnete,2
gegenseitiger,1
verfassungswidrige,1
Koalitionen,1
einzubetten,1
basierend,1
missbraucht,1
Dilemma,1
Nichthandeln,1
bedeutsamen,1
Friedenssicherung,1
gesamtstaatliches,1
einfügen,1
materiell,1
organisiert,1
Schutzausrüstung,1
optimalen,1
Ausrüstung,1
Einsatzgeschädigte,1
Personalstruktur,1
Menschenfeindliche,1
Ideologien,1
rechtsextremistisches,1
derartige,1
praktizierte,1
Innere,1
verantwortungsbewusste,1
Personalgewinnung,1
Minderjähriger,1
Inneren,1
Freiwilligen,1
Wehrdienst,1
Heimatschutz,1
Bündnispartnern,1
extralegale,1
Tötungen,1
GRÜNE,1
undenkbar,1
Verfassungs,1
Wehrrecht,1
klargemacht,1
Einsatzszenarien,1
Hackability,1
Gesamtabwägung,1
leidet,1
divergierenden,1
tiefen,1
unverzichtbare,1
Staatenbündnis,1
Renationalisierung,1
entgegenwirkt,1
laufenden,1
Strategieprozesses,1
aufbauend,2
Lastenverteilung,1
geschlossener,1
überzeugender,1
Zielbestimmung,1
abstrakt,1
statisch,1
Norwegen,1
Verteidigungspolitik,1
GSVP,1
Sicherheitsunion,1
Rüstungsexportpolitik,1
Anstatt,1
Parallelstrukturen,1
Streitkräfte,1
Konsolidierung,2
Rüstungssektors,1
Kommandostruktur,1
Permanent,1
Structured,1
Cooperation,1
PESCO,1
Auslandseinsätze,1
Umwidmung,1
beschrieben,1
Überzeugung,2
Umbruchs,1
Inhalt,1
begründet,1
durchregieren,1
schauen,1
einverstanden,1
Verlieren,1
Vierjahresrhythmus,1
gegenwärtigen,1
Demokratische,1
voneinander,1
Selbstverständnisses,1
Politiker,1
beauftragt,1
Diskussion,1
Unterstellungen,1
Missverständnisse,1
provoziert,1
erstickt,1
ernsthafte,1
Gedanken,1
sagen,1
Menschheitsaufgabe,1
versprechen,3
vorhersagen,1
kennen,1
Vorschläge,2
vorbereitet,1
daransetzen,1
Selbstzweck,1
Transformationsaufgaben,1
Zusammenführen,1
Kompromiss,1
denkt,1
verantwortlich,1
einzumischen,1
gebündelter,1
frühe,1
Planungsprozessen,1
Allwissenheit,1
Opposition,1
unbeabsichtigten,1
Stil,1
Teamgeist,1
angefangen,1
Gegensätzen,1
kleinsten,1
Nenner,1
zufriedenzugeben,1
Koalitionspartner,1
Wertvolles,1
Tisch,1
Koalitionsausschuss,1
sitzen,1
zuzugehen,1
leistet,1
mangelt,1
dichtes,1
Pfleger,1
geleistet,1
gerät,1
besetzte,1
Hotlines,1
Behördenrennerei,1
Personalmangels,1
gefühlte,1
Ewigkeit,1
mahnen,1
kreativer,1
experimentieren,1
Staatlichkeit,1
bunter,1
feministischer,1
Nachfragemacht,1
Gemeinschaftsprojekte,1
Konvent,1
tiefgreifend,1
Verwaltungsstrukturen,1
zugemacht,1
anpacken,1
Scheuklappen,1
Dogmatismus,1
Gräben,1
Föderalismus,1
wagen,1
