Term,Frequency,Source
kriminalitätsschwerpunkten,1,FDP
gefahrenabwehr,2,FDP
strafverfolgung,2,FDP
polizeipräsenz,1,FDP
überwachungsgesamtrechnung,3,FDP
moratorium,3,FDP
sicherheitsgesetze,1,FDP
gesetzgebungsverfahren,1,FDP
sicherheitsrecht,1,FDP
sicherheitsgesetz,2,FDP
überwachungs,1,FDP
informationserhebungsmaßnahmen,1,FDP
befugnissen,1,FDP
bewertet,1,FDP
angesichts,5,FDP
zunehmender,1,FDP
überwachungsmöglichkeiten,1,FDP
geräte,1,FDP
geboten,3,FDP
bargeld,5,FDP
krypto,1,FDP
währungen,1,FDP
uneingeschränkte,1,FDP
nutzbarkeit,1,FDP
zahlungsmittel,1,FDP
zahlungsformaten,1,FDP
begrüßen,5,FDP
kryptowährungen,2,FDP
aufzubewahren,1,FDP
auszuweichen,1,FDP
negativzinspolitik,1,FDP
zentralbank,1,FDP
enge,2,FDP
tauschmittel,1,FDP
basen,1,FDP
rahmens,1,FDP
handlungsfähiger,2,FDP
extremismus,8,FDP
terrorismus,6,FDP
bedrohung,2,FDP
verbrechen,1,FDP
handlungs,1,FDP
durchsetzungsstarken,1,FDP
sicherheitsarchitektur,3,FDP
erneuern,4,FDP
feinden,1,FDP
strafprozess,3,FDP
effektiver,4,FDP
praxistauglicher,2,FDP
strafprozesse,1,FDP
einseitig,2,FDP
lasten,2,FDP
beschuldigten,1,FDP
verteidigung,3,FDP
auswirkt,1,FDP
grundstruktur,1,FDP
kaiserreich,1,FDP
stammt,1,FDP
komplexen,2,FDP
exponierten,1,FDP
beweis,1,FDP
kommunikativer,1,FDP
vernehmungen,1,FDP
hauptverhandlung,1,FDP
ton,1,FDP
aufgezeichnet,1,FDP
hauptverhandlungen,1,FDP
konzentrierter,1,FDP
gericht,1,FDP
staatsanwaltschaft,1,FDP
gespräche,1,FDP
verfahrensgestaltung,1,FDP
gerichtsverfahren,2,FDP
beteiligen,3,FDP
verhandlungen,3,FDP
geringfügige,1,FDP
forderungen,3,FDP
kostengünstigen,1,FDP
schnellen,2,FDP
geltend,1,FDP
justizstandort,1,FDP
handelsgerichtshof,1,FDP
legal,3,FDP
tech,4,FDP
anwaltliches,1,FDP
berufsrecht,2,FDP
anwaltliche,1,FDP
erfolgshonoraren,1,FDP
fremdbesitzverbot,1,FDP
lockern,1,FDP
durchsetzung,3,FDP
rechtsweg,1,FDP
teuer,1,FDP
mühsam,1,FDP
sachkunde,1,FDP
strikte,1,FDP
transparenzregeln,1,FDP
festlegen,1,FDP
verbraucherschutz,3,FDP
föderalismusreform,1,FDP
iii,3,FDP
föderalismuskommission,1,FDP
kommission,5,FDP
vorschläge,2,FDP
unterbreiten,1,FDP
reduzierung,1,FDP
landesämter,1,FDP
verfassungsschutz,1,FDP
verantwortlichkeiten,1,FDP
parlamentarische,3,FDP
datenschutzaufsicht,1,FDP
kooperationsplattformen,2,FDP
sicherheitsbehörden,5,FDP
gemeinsamen,9,FDP
terrorabwehrzentrum,1,FDP
gtaz,1,FDP
terrorismusabwehrzentrum,1,FDP
getz,1,FDP
datenaustausch,2,FDP
nachrichtendiensten,2,FDP
voneinander,1,FDP
getrennt,2,FDP
trennungsgebot,1,FDP
europäisches,4,FDP
kriminalamt,2,FDP
europol,2,FDP
auszubauen,2,FDP
operativen,1,FDP
ausgedehnt,1,FDP
organisierte,3,FDP
kriminalität,5,FDP
cyberkriminalität,1,FDP
landesgrenzen,1,FDP
halt,1,FDP
erkenntnisse,6,FDP
grenzübergreifenden,1,FDP
sachverhalten,1,FDP
ausgewertet,1,FDP
einsätze,1,FDP
gefährder,3,FDP
definitionen,1,FDP
datenbanken,1,FDP
vereinheitlicht,1,FDP
kompatibel,1,FDP
cybersicherheits,1,FDP
enisa,1,FDP
nachrichtendienste,5,FDP
neuordnung,1,FDP
genehmigung,1,FDP
gesetzmäßigkeitskontrolle,1,FDP
richterlicher,1,FDP
parlamentsminderheit,1,FDP
nachrichtendienstbeauftragte,1,FDP
beauftragter,1,FDP
sensible,1,FDP
rechtsgrundlagen,1,FDP
kommunikationsüberwachung,1,FDP
lichte,1,FDP
funktion,2,FDP
inland,3,FDP
anzugleichen,1,FDP
kommunikationsverkehre,1,FDP
auseinanderhalten,1,FDP
nachrichtendienstlicher,1,FDP
massiven,2,FDP
darstellt,1,FDP
telekommunikationsunternehmen,1,FDP
rechtsschutz,1,FDP
klagebefugnis,1,FDP
überwachungsmaßnahmen,1,FDP
einzuräumen,1,FDP
mitgliedstaat,1,FDP
mitgeteilt,1,FDP
betroffenenanwältin,1,FDP
anwalt,1,FDP
anzuhören,1,FDP
vertritt,1,FDP
hocheffizienten,1,FDP
organisierten,4,FDP
vielfältigen,2,FDP
staatlicher,3,FDP
strukturierten,2,FDP
aktivitäten,2,FDP
entgegnet,1,FDP
dunkelfeld,1,FDP
klassischen,2,FDP
delikten,1,FDP
visier,1,FDP
wirtschaftskriminalität,1,FDP
beirats,1,FDP
fehlerkultur,1,FDP
selbstreflexion,1,FDP
polizeiarbeit,1,FDP
erarbeiten,3,FDP
fehlverhalten,2,FDP
beamter,1,FDP
aufgeklärt,1,FDP
mehrheit,4,FDP
polizistinnen,2,FDP
polizisten,2,FDP
hervorragende,1,FDP
polizeiausbildung,1,FDP
vergleich,1,FDP
wissenschaftliche,2,FDP
radikalisierung,3,FDP
rassismus,4,FDP
sensibilität,1,FDP
stärkere,5,FDP
verurteilen,4,FDP
angriffe,1,FDP
einsatzkräfte,1,FDP
scharf,1,FDP
dokumentation,1,FDP
gewalt,13,FDP
übergriffen,2,FDP
polizeibeamtinnen,1,FDP
dienstes,1,FDP
polizeiliches,1,FDP
handeln,7,FDP
nachvollziehbar,1,FDP
pseudonyme,1,FDP
kennzeichnungspflicht,1,FDP
ausrüstung,5,FDP
funktionale,1,FDP
sachausstattung,1,FDP
bereitstellen,1,FDP
stand,1,FDP
kompatiblen,1,FDP
ausgerüstet,1,FDP
mangels,1,FDP
fehlende,3,FDP
dysfunktionaler,1,FDP
durchgesetzt,2,FDP
polizeien,1,FDP
aufgabenkritik,1,FDP
betraut,1,FDP
teilen,2,FDP
behördlichen,1,FDP
einrichtungen,6,FDP
objektschutz,1,FDP
aufnahme,3,FDP
verkehrsunfällen,1,FDP
freiwerdenden,1,FDP
kapazitäten,2,FDP
intensiver,2,FDP
widmen,1,FDP
rechtsstaates,1,FDP
waffenrecht,2,FDP
augenmaß,2,FDP
konsequenz,2,FDP
besitzerinnen,1,FDP
besitzern,1,FDP
legalwaffen,2,FDP
sportschützen,2,FDP
jägern,2,FDP
waffenbesitz,2,FDP
gefährliche,2,FDP
unterschieden,1,FDP
jüngsten,1,FDP
verschärfungen,1,FDP
waffenrechts,2,FDP
besitzer,1,FDP
jäger,2,FDP
unnützer,1,FDP
überzogen,1,FDP
generalrevision,1,FDP
praktikabilität,1,FDP
praxisnähe,1,FDP
extremisten,1,FDP
waffen,1,FDP
besitzen,1,FDP
illegale,2,FDP
waffenhandel,1,FDP
starker,2,FDP
orientiert,2,FDP
mündigen,2,FDP
verbrauchers,1,FDP
optionen,1,FDP
informierte,2,FDP
souveräne,1,FDP
verbraucher,4,FDP
bevormundende,1,FDP
verbraucherpolitik,1,FDP
schematisch,1,FDP
begrenzt,3,FDP
zwänge,1,FDP
langzeitverträgen,1,FDP
ausweisung,1,FDP
monatlicher,1,FDP
durchschnittspreise,1,FDP
aussprechen,2,FDP
verbraucherrechten,1,FDP
smart,5,FDP
contracts,1,FDP
entschädigung,1,FDP
verspätungen,1,FDP
presse,4,FDP
meinungsfreiheit,5,FDP
grundpfeiler,3,FDP
unbefangenen,1,FDP
wettstreit,1,FDP
meinungsvielfalt,2,FDP
widerspruch,4,FDP
respekt,3,FDP
standpunkten,1,FDP
kommunikationsgrundrechte,1,FDP
gesellschaftlichen,5,FDP
konflikten,1,FDP
ansichten,2,FDP
straftaten,6,FDP
hass,2,FDP
hetze,1,FDP
persönlichkeitsrechte,1,FDP
meinungsäußerung,1,FDP
netzwerkdurchsetzungsgesetz,2,FDP
netzdg,2,FDP
regulierungsmix,1,FDP
vollem,3,FDP
effektivere,1,FDP
verfolgung,2,FDP
löschung,1,FDP
inhalten,1,FDP
legt,2,FDP
hände,2,FDP
selbstregulierung,1,FDP
beschwerdeinstanz,1,FDP
primär,2,FDP
aufgabe,8,FDP
strafbare,1,FDP
handlungen,2,FDP
vorzugehen,1,FDP
opferschutz,1,FDP
persönlichkeitsrechtsverletzungen,2,FDP
wehren,1,FDP
urheberrecht,6,FDP
auskunftsanspruch,1,FDP
plattformen,1,FDP
internetprovider,1,FDP
täterin,1,FDP
kontaktaufnahme,1,FDP
sperrung,1,FDP
accounts,1,FDP
zuständige,2,FDP
zustellungsbevollmächtigte,1,FDP
rundfunk,3,FDP
auftrags,1,FDP
moderneren,1,FDP
schlankeren,1,FDP
örr,3,FDP
nachrichten,1,FDP
dokumentationen,1,FDP
rundfunkbeitrag,2,FDP
absenken,3,FDP
fernseh,1,FDP
hörfunkkanäle,1,FDP
rundfunkanstalten,1,FDP
erforderliche,2,FDP
parallelangebote,1,FDP
bereiche,1,FDP
klassischem,1,FDP
direktem,1,FDP
mediensystem,1,FDP
ausgewogenheit,1,FDP
verhältnismäßigkeit,1,FDP
gewahrt,1,FDP
medienhäuser,1,FDP
presseauskunftsgesetz,2,FDP
bundesebene,1,FDP
erfassung,1,FDP
angriffen,1,FDP
polizeilichen,1,FDP
kriminalstatistik,1,FDP
whistleblowerinnen,3,FDP
whistleblower,2,FDP
arbeits,1,FDP
strafrechtlich,1,FDP
belangt,1,FDP
rechtswidriges,1,FDP
verhalten,1,FDP
offenbaren,1,FDP
dienstweg,1,FDP
ausgeschöpft,1,FDP
unzumutbar,1,FDP
ausländische,1,FDP
richtlinie,1,FDP
whistleblowern,2,FDP
deutsches,1,FDP
parlamentarismus,1,FDP
bedroht,1,FDP
gleichgültigkeit,1,FDP
kernaufgabe,1,FDP
fortzuentwickeln,1,FDP
amtszeitbegrenzung,1,FDP
bundeskanzler,1,FDP
amtszeit,1,FDP
bundeskanzlerinnen,1,FDP
bundeskanzlern,1,FDP
volle,1,FDP
wahlperioden,1,FDP
verantwortlichen,2,FDP
persönlichkeiten,1,FDP
ämter,2,FDP
bürgerberatung,2,FDP
bundestags,3,FDP
repräsentativen,1,FDP
orte,2,FDP
diskussion,1,FDP
parlamente,2,FDP
repräsentative,1,FDP
gewinnt,1,FDP
wahlen,4,FDP
adressat,1,FDP
auftraggeber,1,FDP
hausparlamente,1,FDP
erweiterung,3,FDP
petitionsrechts,1,FDP
bürgerplenarverfahren,1,FDP
zufallsauswahl,1,FDP
besetzte,1,FDP
bürgerräte,1,FDP
unmissverständlich,1,FDP
klargestellt,1,FDP
parlament,10,FDP
legitimierte,1,FDP
beratungsauftrag,1,FDP
eingegrenzt,1,FDP
erwartungen,1,FDP
definiert,2,FDP
bundestag,5,FDP
vorhabenliste,1,FDP
abwägungen,1,FDP
echter,2,FDP
informationsfreiheit,1,FDP
dokumentieren,1,FDP
kommentierung,1,FDP
legislaturperiode,4,FDP
wahltermine,2,FDP
wesentlich,2,FDP
sondierungsgespräche,1,FDP
koalitionsverhandlungen,1,FDP
wahlkampf,1,FDP
bestimmt,1,FDP
komplexität,1,FDP
vieler,2,FDP
regierungszeit,1,FDP
dauerwahlkampf,1,FDP
verkleinern,1,FDP
überhang,1,FDP
ausgleichsmandate,1,FDP
überschreitet,1,FDP
709,1,FDP
abgeordneten,2,FDP
bundeswahlgesetz,1,FDP
vorgesehene,2,FDP
598,1,FDP
erschwert,1,FDP
kostspielig,1,FDP
wahlkreise,1,FDP
direktmandate,1,FDP
250,1,FDP
wahrscheinlichkeit,1,FDP
überhangmandaten,1,FDP
mindestsitzzahlverfahren,1,FDP
vergrößerung,2,FDP
zählt,1,FDP
wahlrechts,2,FDP
angetastet,1,FDP
wahlrecht,4,FDP
absenkung,1,FDP
wahlalters,1,FDP
verstärken,2,FDP
schlüssel,4,FDP
partizipation,1,FDP
vornehmste,1,FDP
zeichen,2,FDP
lebensbereichen,1,FDP
ausgeschlossen,3,FDP
längsten,1,FDP
beeinflusst,1,FDP
gelebte,2,FDP
generationengerechtigkeit,2,FDP
tolerante,1,FDP
weltoffene,1,FDP
aussehen,1,FDP
politischer,1,FDP
äußern,1,FDP
minderheiten,3,FDP
zusammenleben,2,FDP
unverzichtbar,2,FDP
fremdenhass,1,FDP
antisemitismus,7,FDP
homophobie,1,FDP
liberaler,2,FDP
feminismus,3,FDP
rechtsgleichheit,1,FDP
geschlechter,1,FDP
aufbaut,1,FDP
individuen,2,FDP
freiheits,2,FDP
entfaltungsräume,1,FDP
strebt,1,FDP
rollenzuschreibungen,1,FDP
gewählten,1,FDP
biologischen,1,FDP
geschlechts,1,FDP
gesamtgesellschaftlichen,1,FDP
konsens,2,FDP
linksextremismus,1,FDP
religiös,1,FDP
nationalistisch,1,FDP
motivierten,1,FDP
gruppenbezogene,1,FDP
menschenfeindlichkeit,2,FDP
überhöhung,1,FDP
gruppe,1,FDP
herabwürdigung,1,FDP
drohungen,1,FDP
niemals,1,FDP
moralische,1,FDP
überlegenheit,1,FDP
extremismusformen,2,FDP
ausgebaut,3,FDP
präventionsarbeit,1,FDP
aussteigerprogramme,1,FDP
rechtsextremismus,2,FDP
herausforderung,1,FDP
gruppenbezogener,1,FDP
entgegen,2,FDP
rechtsextreme,1,FDP
vereinigungen,1,FDP
verboten,1,FDP
beobachtung,1,FDP
rechtsextremer,1,FDP
gefährderinnen,1,FDP
intensiviert,1,FDP
gefährdeter,1,FDP
gruppen,3,FDP
kümmern,2,FDP
gefährlichen,1,FDP
rechtsextremen,1,FDP
einstellungen,1,FDP
platz,2,FDP
null,1,FDP
entschiedenes,1,FDP
jüdisches,1,FDP
integraler,1,FDP
spezifische,1,FDP
gefährdung,2,FDP
jüdischen,1,FDP
entgegenstellen,1,FDP
irgendeiner,1,FDP
jüdische,1,FDP
sicherheitsbedenken,1,FDP
gemeinden,3,FDP
eingegangen,2,FDP
ansprechpartnerinnen,2,FDP
antisemitisch,1,FDP
motivierte,1,FDP
taten,1,FDP
aufzuarbeiten,1,FDP
lernmaterialien,1,FDP
entlarven,1,FDP
antisemitischen,1,FDP
vorurteilen,1,FDP
vorzubeugen,1,FDP
antisemitische,1,FDP
israelfeindliche,1,FDP
geschäftspraktiken,1,FDP
luftreiseverkehr,1,FDP
vorkommen,1,FDP
märkten,1,FDP
holocaust,1,FDP
remembrance,1,FDP
alliance,2,FDP
orientierungspunkt,1,FDP
beobachten,1,FDP
bds,1,FDP
boycott,1,FDP
disinventions,1,FDP
sanctions,1,FDP
verbots,1,FDP
al,2,FDP
quds,1,FDP
marsches,1,FDP
berlin,1,FDP
härtere,1,FDP
strafrechtliche,1,FDP
sanktionen,7,FDP
verbrennen,1,FDP
israel,2,FDP
fahnen,1,FDP
ausdruck,1,FDP
israelbezogenem,1,FDP
gedenkens,1,FDP
nationalsozialismus,2,FDP
27,1,FDP
januar,1,FDP
aufgewertet,2,FDP
schweigeminute,1,FDP
israelischen,1,FDP
jom,1,FDP
hascho,1,FDP
nationaler,2,FDP
aktionsplan,4,FDP
homo,4,FDP
transfeindlichkeit,2,FDP
3,2,FDP
abs,1,FDP
vollständiges,1,FDP
konversionstherapien,1,FDP
blutspende,1,FDP
bisexuelle,1,FDP
männer,1,FDP
eignung,1,FDP
risikoverhalten,1,FDP
diskriminierungen,1,FDP
beleidigungen,1,FDP
länderpolizeien,1,FDP
lsbti,8,FDP
feindliche,1,FDP
einheitlich,2,FDP
erfassen,1,FDP
präventions,2,FDP
öffentlichkeitsarbeit,1,FDP
ermittlungsdienste,1,FDP
transfeindliche,1,FDP
behandelt,1,FDP
rassistische,1,FDP
beratungs,1,FDP
selbsthilfeangebote,1,FDP
schulische,1,FDP
bundesstiftung,1,FDP
magnus,1,FDP
hirschfeld,1,FDP
initiiert,1,FDP
abgesichert,2,FDP
häusliche,1,FDP
istanbul,2,FDP
konvention,3,FDP
häuslicher,2,FDP
zusammenarbeiten,1,FDP
anzeigeunabhängig,1,FDP
kostenlos,2,FDP
spurensicherung,1,FDP
sexualisierter,1,FDP
bedarfsgerechten,1,FDP
frauenhausplätzen,1,FDP
nationales,1,FDP
hilfsangebote,1,FDP
standardmäßig,2,FDP
besuch,1,FDP
frauenärztin,1,FDP
frauenarztes,1,FDP
ausgebaute,1,FDP
institutionalisierte,1,FDP
präventive,1,FDP
repressive,1,FDP
täterinnenarbeit,1,FDP
islamismus,2,FDP
deradikalisierung,2,FDP
präventionsstrategie,1,FDP
islamistische,2,FDP
deradikalisierungsprogramme,1,FDP
bewerten,2,FDP
verbindliche,3,FDP
gefängnissen,2,FDP
präventionsprojekten,1,FDP
staatskirchenrecht,2,FDP
religionsverfassungsrecht,2,FDP
passenden,3,FDP
religionsgemeinschaften,1,FDP
gleichheitsgebot,1,FDP
glaubensvielfalt,1,FDP
verfassungsauftrag,1,FDP
ablösung,1,FDP
staatsleistungen,1,FDP
vollzogen,1,FDP
tanzverbote,1,FDP
ähnliche,1,FDP
stillen,1,FDP
feiertagen,1,FDP
kirchliche,1,FDP
arbeitsrecht,1,FDP
betreffen,2,FDP
religiöse,1,FDP
ausüben,1,FDP
progressiven,1,FDP
muslimen,1,FDP
muslimischen,1,FDP
verbänden,1,FDP
stärkeres,1,FDP
einräumen,1,FDP
glaubensgemeinschaften,1,FDP
mitgliedern,1,FDP
imamen,1,FDP
sport,11,FDP
ehrenamt,5,FDP
freiräume,2,FDP
zukunftschancen,2,FDP
zusammenhalt,3,FDP
städtischen,1,FDP
räumen,1,FDP
tourismusbetriebe,1,FDP
hotels,1,FDP
gaststätten,1,FDP
eckpfeiler,1,FDP
entschuldung,2,FDP
überlasteter,1,FDP
perspektive,2,FDP
sparkurs,1,FDP
strukturelle,1,FDP
zurückbezahlt,1,FDP
leidtragenden,2,FDP
entschuldet,1,FDP
mögliches,1,FDP
entschuldungsprogramm,1,FDP
zulässigen,1,FDP
infrastrukturprojekten,1,FDP
wirtschaftsförderung,1,FDP
grundsätzlichen,1,FDP
gemeindefinanzen,1,FDP
verbunden,4,FDP
bestellt,1,FDP
bezahlt,1,FDP
verschuldet,1,FDP
haftet,1,FDP
echtes,2,FDP
konnexitätsprinzip,1,FDP
vorgesehen,1,FDP
häufig,1,FDP
weitergeleitet,1,FDP
insolvenzordnung,2,FDP
haften,2,FDP
gebietskörperschaften,2,FDP
haushaltsnotlage,1,FDP
ultima,1,FDP
ratio,1,FDP
wirtschaften,3,FDP
mittragen,1,FDP
solideren,1,FDP
wehrhafte,1,FDP
bürgerschaftlichen,2,FDP
engagements,3,FDP
bürgergesellschaft,1,FDP
ehrenamtlichen,2,FDP
elementaren,1,FDP
friedfertigen,1,FDP
wehrhaften,1,FDP
vereine,3,FDP
stiftungen,2,FDP
organisationsformen,1,FDP
zuwendungsempfänger,1,FDP
struktur,1,FDP
projektförderung,1,FDP
projektpartner,1,FDP
boden,1,FDP
freiheitlich,2,FDP
grundordnung,1,FDP
übungsleiter,2,FDP
ehrenamtspauschale,2,FDP
ehrenamtliches,1,FDP
bürgerschaftliches,1,FDP
grundfesten,1,FDP
wohlfahrts,1,FDP
sozialarbeit,1,FDP
umweltschutz,4,FDP
kommunalpolitik,1,FDP
tausende,1,FDP
freizeit,2,FDP
haftungsrisiken,2,FDP
möglichen,3,FDP
akquise,1,FDP
tausender,1,FDP
selbstwirksamkeit,1,FDP
wertvolle,2,FDP
bringt,3,FDP
kulturellen,2,FDP
hintergrundes,1,FDP
stiftet,1,FDP
gemeinschaft,3,FDP
bundesfreiwilligendienst,1,FDP
bundesfreiwilligendienstes,1,FDP
bfd,2,FDP
freiwilligen,2,FDP
wehrdienst,1,FDP
vergleichbares,1,FDP
eröffnung,1,FDP
teilzeitmodellen,1,FDP
zielgruppen,1,FDP
jahres,1,FDP
junger,1,FDP
zwangsdienst,1,FDP
willen,2,FDP
gesellschaftsjahr,1,FDP
dienstpflicht,1,FDP
aussetzung,1,FDP
wehrpflicht,1,FDP
fest,3,FDP
fairplay,1,FDP
gewaltfreiheit,1,FDP
antidiskriminierung,1,FDP
selbstverständlichen,1,FDP
gesellschaftlich,1,FDP
anerkannten,1,FDP
leitlinien,2,FDP
verhaltens,1,FDP
sportleben,1,FDP
erwarten,2,FDP
beiträgen,1,FDP
zielführende,1,FDP
olympischen,1,FDP
sportbund,1,FDP
dosb,1,FDP
gegründeten,1,FDP
ethik,1,FDP
gewachsen,1,FDP
integrationsbereitschaft,1,FDP
inklusion,1,FDP
großveranstaltungen,2,FDP
bewerbungen,1,FDP
ausrichtung,1,FDP
sports,3,FDP
gemeinnützigkeit,1,FDP
vereinen,2,FDP
anerkannt,2,FDP
sportlicher,1,FDP
betätigung,1,FDP
technischer,1,FDP
eröffnet,2,FDP
unterschiedlicher,2,FDP
altersklassen,1,FDP
innovationswirkung,1,FDP
games,1,FDP
integration,10,FDP
möglicher,1,FDP
effekte,1,FDP
doping,6,FDP
kronzeugen,2,FDP
anti,3,FDP
gesetz,5,FDP
kronzeuginnen,1,FDP
sportfachverbänden,1,FDP
losgelöst,1,FDP
kampf,2,FDP
unabhängiger,2,FDP
schlagkräftiger,3,FDP
zuständigen,6,FDP
agentur,1,FDP
nada,1,FDP
angemessenes,1,FDP
bereitgestellt,1,FDP
tradition,2,FDP
kulturnation,2,FDP
blicken,1,FDP
kulturlebens,1,FDP
kulturförderung,4,FDP
wirtschaftszweig,2,FDP
erhöhung,1,FDP
subvention,1,FDP
künste,1,FDP
originelle,1,FDP
selbsttragenden,1,FDP
vermarktung,1,FDP
findet,1,FDP
anstieg,2,FDP
solo,1,FDP
förderanträge,1,FDP
formate,1,FDP
livestreams,2,FDP
kreativbranche,1,FDP
rundfunklizenzpflicht,1,FDP
staatsziel,2,FDP
artikels,2,FDP
20b,1,FDP
satz,4,FDP
festzuschreiben,1,FDP
kulturraums,1,FDP
betrachten,1,FDP
geistig,1,FDP
kreativer,1,FDP
lebensgrundlage,1,FDP
tausend,1,FDP
kulturelle,4,FDP
jährlichen,2,FDP
öffentlicher,1,FDP
geförderter,1,FDP
kulturorganisationen,1,FDP
vermittlungs,1,FDP
kultureller,2,FDP
öffnet,2,FDP
erinnerungs,1,FDP
gedenkkultur,1,FDP
gedenkstättenkonzept,2,FDP
aufarbeitung,1,FDP
unrechts,1,FDP
diktaturen,1,FDP
ddr,1,FDP
kontinuierliche,3,FDP
auseinandersetzung,1,FDP
geschichte,2,FDP
sensibilisierung,1,FDP
geleistet,1,FDP
historischen,1,FDP
innovativen,4,FDP
vermittlungskonzepten,1,FDP
brücken,1,FDP
jüngeren,2,FDP
bewusstseins,1,FDP
kulturgutschutzgesetz,1,FDP
überarbeiten,1,FDP
eigentumsrechte,2,FDP
rücknahme,1,FDP
teile,3,FDP
kulturgutschutzgesetzes,1,FDP
kgsg,1,FDP
illegal,1,FDP
verbrachtes,1,FDP
kulturgut,4,FDP
ankauf,1,FDP
kunstwerke,1,FDP
ankaufsfonds,1,FDP
einzurichten,1,FDP
illegaler,1,FDP
zoll,1,FDP
unnötigen,1,FDP
eigentumsrecht,1,FDP
abwanderungsschutz,1,FDP
nationalem,1,FDP
sammlerinnen,1,FDP
sammler,1,FDP
unternehmerische,1,FDP
kunst,1,FDP
auktionshäusern,1,FDP
fluktuation,1,FDP
kunstwerken,1,FDP
handels,2,FDP
krankt,1,FDP
mangelnden,1,FDP
auswärtige,3,FDP
kulturpolitik,2,FDP
aushängeschild,1,FDP
mittlerorganisationen,1,FDP
goethe,1,FDP
auslandsbeziehungen,1,FDP
kulturinstitute,1,FDP
drittländern,1,FDP
arbeitseinheit,1,FDP
kulturbeziehungen,1,FDP
heritage,2,FDP
trust,3,FDP
kulturfonds,1,FDP
europe,1,FDP
schutze,1,FDP
kulturerbes,1,FDP
denkmalschutz,1,FDP
engagierenden,1,FDP
vernetzen,2,FDP
langfristiges,2,FDP
mitgliedsbeiträge,1,FDP
eintritten,1,FDP
gewerblichen,1,FDP
finanzierende,1,FDP
hinkt,1,FDP
geltende,1,FDP
hinterher,1,FDP
amerikanischen,3,FDP
fair,2,FDP
use,2,FDP
prinzips,1,FDP
maßvoll,1,FDP
schranken,1,FDP
urheberrechts,1,FDP
bagatellklausel,1,FDP
nutzungen,2,FDP
alltägliche,1,FDP
memes,1,FDP
remixes,1,FDP
kommerziellen,1,FDP
interessen,6,FDP
verfolgen,1,FDP
leistungsschutzrecht,1,FDP
presseverlegerinnen,1,FDP
presseverleger,1,FDP
kunstfreiheit,2,FDP
zeitalter,4,FDP
urheberin,1,FDP
urheber,1,FDP
werkes,1,FDP
uploadfiltern,1,FDP
meinungs,1,FDP
verweis,1,FDP
geheimschutz,1,FDP
hintertür,1,FDP
öffentlichkeit,1,FDP
demokratischer,3,FDP
wirtschaftlich,3,FDP
handelskonflikte,1,FDP
migration,2,FDP
partnern,7,FDP
außen,12,FDP
sicherheits,5,FDP
entwicklungspolitik,11,FDP
guss,4,FDP
ideologie,1,FDP
angst,1,FDP
zeitgemäßes,1,FDP
einwanderungsrecht,3,FDP
enkelfitte,2,FDP
rentenpolitik,1,FDP
klima,8,FDP
packen,1,FDP
klugen,2,FDP
bezahlbar,3,FDP
umwandeln,1,FDP
komplexe,1,FDP
umweltprobleme,1,FDP
ets,3,FDP
sektoren,1,FDP
geographisch,1,FDP
wieviel,1,FDP
ausgestoßen,1,FDP
ausstoß,1,FDP
zertifikate,4,FDP
teurer,1,FDP
spart,3,FDP
kaufen,1,FDP
speichert,1,FDP
pariser,4,FDP
erderwärmung,1,FDP
grad,1,FDP
celsius,1,FDP
begrenzen,1,FDP
2050,2,FDP
striktes,1,FDP
sinkendes,1,FDP
limit,1,FDP
emissionshandelssystem,2,FDP
zuverlässig,1,FDP
wissenschaftlicher,3,FDP
sachstandsberichten,1,FDP
weltklimarates,1,FDP
intergovernmental,1,FDP
panel,1,FDP
on,2,FDP
climate,1,FDP
change,1,FDP
frühzeitiger,1,FDP
angestrebt,1,FDP
senkungspfads,1,FDP
13,1,FDP
dorthin,1,FDP
überlassen,1,FDP
technikerinnen,1,FDP
technikern,1,FDP
wissenschaftlern,1,FDP
marktwirtschaftlich,2,FDP
wissenschaftlich,2,FDP
carbon,4,FDP
leakage,3,FDP
klimapolitische,1,FDP
abgestimmtes,2,FDP
einheitlichem,2,FDP
übergangslösung,1,FDP
zertifikatehandel,1,FDP
konforme,2,FDP
schutzes,2,FDP
emissionsintensive,1,FDP
industrien,1,FDP
abwandern,1,FDP
direkten,3,FDP
nachzuziehen,1,FDP
intensive,1,FDP
produktionsprozesse,1,FDP
geringeren,1,FDP
verlagert,1,FDP
anschließend,2,FDP
importiert,2,FDP
sicht,4,FDP
emissionshandelssysteme,1,FDP
vorzuziehen,1,FDP
anrechnen,1,FDP
finanzieren,2,FDP
treibhausgasreduktionen,1,FDP
anzurechnen,1,FDP
artikel,3,FDP
6,3,FDP
abkommens,3,FDP
doppelanrechnung,1,FDP
verzichtet,1,FDP
irrelevant,1,FDP
ökonomisch,3,FDP
ausgleich,3,FDP
klimadividende,2,FDP
energiebesteuerung,1,FDP
drastisch,1,FDP
klimaschutzes,1,FDP
abgemildert,1,FDP
verknappung,2,FDP
eeg,5,FDP
umlage,3,FDP
erneuerbare,7,FDP
energien,12,FDP
stromsteuer,2,FDP
erzeugungsart,1,FDP
erhoben,1,FDP
niedrigsten,1,FDP
aktuellem,1,FDP
aufkommensneutralität,1,FDP
rückzahlung,1,FDP
berechnenden,1,FDP
pauschalen,1,FDP
betrages,1,FDP
wald,4,FDP
aufforstungen,2,FDP
wälder,7,FDP
waldökosysteme,1,FDP
moore,3,FDP
belohnung,1,FDP
